symbol,marketcapname,market_cap,industry,sector
AFFORDABLE,smallcap,220.36,engineering,industrials
BOMDYEING,smallcap,2582.93,textiles - manmade,textiles
FELDVR,smallcap,10.24,trading,consumer discretionary
LATTEYS,smallcap,131.44,pumps,industrials
BAJAJHIND,smallcap,4444.02,sugar,fmcg
OSWALSEEDS,smallcap,101.07,miscellaneous,fmcg
XPROINDIA,smallcap,2705.9,packaging,industrials
GAYAHWS,smallcap,54.16,construction,realty
DENORA,smallcap,376.41,electrodes - graphites,industrials
EQUIPPP,smallcap,183.82,computers - software - medium / small,i.t
KCP,smallcap,2103.22,cement - south india,building materials
OAL,smallcap,1061.1,chemicals,chemicals
SUNDRMBRAK,smallcap,272.55,auto ancillaries,auto
MTNL,smallcap,1915.2,telecommunications - service provider,telecom
SUPREMEENG,smallcap,23.75,steel - medium / small,metals & mining
DCW,smallcap,1381.33,petrochemicals,energy
RPPL,smallcap,140.54,packaging,industrials
SPECTRUM,smallcap,2315.75,electric equipment,industrials
MADRASFERT,smallcap,1073.9,fertilizers,chemicals
CHEMBOND,smallcap,215.04,chemicals,chemicals
GOLDENTOBC,smallcap,43.14,construction,realty
KRITIKA,smallcap,164.29,steel - medium / small,metals & mining
AKI,smallcap,49.33,leather / leather products,consumer discretionary
GTL,smallcap,116.24,telecommunications - service provider,telecom-service
GHCL,smallcap,4192.2,chemicals,chemicals
AQYLON,smallcap,1512.23,entertainment / electronic media software,media
NDLVENTURE,smallcap,449.65,finance & investments,financials
IGPL,smallcap,1348.04,chemicals,chemicals
AWFIS,smallcap,2268.91,miscellaneous,co-working
INDORAMA,smallcap,1118.09,textiles - manmade,textiles
JISLJALEQS,smallcap,2105.96,plastics products,plastic products
KRONOX,smallcap,494.04,chemicals,chemicals
KSL,smallcap,3731.46,steel - medium / small,metals & mining
ISHANCH,smallcap,168.36,dyes and pigments,chemicals
LGBBROSLTD,smallcap,4781.31,bearings,auto
PATELENG,smallcap,2604.37,construction,realty
AFIL,smallcap,428.46,finance & investments,financials
MAJESAUT,smallcap,341.61,diversified - medium / small,miscellaneous
MIRCELECTR,smallcap,1515.99,electronics - consumer,consumer discretionary
STANLEY,smallcap,840.89,miscellaneous,consumer discretionary
MOREPENLAB,smallcap,2509.08,pharmaceuticals - indian - bulk drugs & formln,healthcare
ARMANFIN,smallcap,1670.5,finance & investments,financials
JAYKAY,smallcap,2316.63,engineering,aerospace & defence
NUCLEUS,smallcap,1934.12,computers - software - medium / small,i.t
ORIENTHOT,smallcap,1782.06,hotels,services
RAYMOND,smallcap,3541.06,transport - airlines,transportation
AMJLAND,smallcap,151.04,construction,realty
LINC,smallcap,598.46,printing & stationery,miscellaneous
RALLIS,smallcap,4626.41,pesticides / agrochemicals - indian,chemicals
RELINFRA,smallcap,2886.57,engineering - turnkey services,realty
SPMLINFRA,smallcap,1733.79,engineering - turnkey services,realty
SWARAJENG,smallcap,4614.28,engines,industrials
TIRUMALCHM,smallcap,2247.59,chemicals,chemicals
UNIENTER,smallcap,728.77,trading,services
HARRMALAYA,smallcap,358.2,miscellaneous,fmcg
SSDL,smallcap,233.76,trading,textiles
NILASPACES,smallcap,505.75,construction,realty
ALMONDZ,smallcap,228.17,finance & investments,financials
SPENCERS,smallcap,313.66,trading,consumer discretionary
ORIENTTECH,smallcap,1121.2,computers - software - medium / small,i.t
TNPL,smallcap,1023.49,paper,building materials
ANMOL,smallcap,64.94,trading,services
MOHITIND,smallcap,33.98,textiles - processing,textiles
ZUARIIND,smallcap,740.51,sugar,fmcg
RAYMONDLSL,smallcap,4584.2,textiles - products,textiles
MSTCLTD,smallcap,3177.15,trading,i.t
MODIRUBBER,smallcap,321.6,miscellaneous,miscellaneous
NAVKARURB,smallcap,118.94,construction,realty
RVTH,smallcap,226.72,engineering,industrials
BALAJEE,smallcap,236.96,packaging,industrials
IITL,smallcap,318.55,finance & investments,financials
KROSS,smallcap,1241.68,auto ancillaries,auto
MOTOGENFIN,smallcap,99.8,miscellaneous,realty
TECHNVISN,smallcap,3388.5,computers - software - medium / small,i.t
GREAVESCOT,smallcap,4213.51,engines,industrials
JINDWORLD,smallcap,2991.76,textiles - products,textiles
PPL,smallcap,486.43,plastics products,plastic products
WCIL,smallcap,958.68,miscellaneous,transportation
SAURASHCEM,smallcap,659.6,cement - north india,building materials
SHINDL,smallcap,608.37,aquaculture,fmcg
ABINFRA,smallcap,716.72,construction,realty
SESHAPAPER,smallcap,1466.21,paper,building materials
DCM,smallcap,175.78,castings & forgings,industrials
WEL,smallcap,1255.92,electric equipment,consumer discretionary
RELCHEMQ,smallcap,91.36,textiles - spinning - synthetic / blended,textiles
SHIVAUM,smallcap,432.49,trading,services
VIDHIING,smallcap,1482.37,dyes and pigments,chemicals
MGEL,smallcap,501.25,trading,services
ASTAR,smallcap,1003.63,diamond cutting / jewellery,consumer discretionary
HPIL,smallcap,147.34,dyes and pigments,chemicals
ORIENTCER,smallcap,486.69,refractories / intermediates,building materials
AGARIND,smallcap,635.26,petrochemicals,energy
ATLASCYCLE,smallcap,64.68,cycles and accessories,consumer discretionary
TALBROAUTO,smallcap,2113.26,auto ancillaries,auto
ROSSTECH,smallcap,4073.1,engineering,aerospace & defence
VELJAN,smallcap,479.3,engineering,industrials
WENDT,smallcap,1367.5,abrasives and grinding wheels,industrials
SINDHUTRAD,smallcap,4062.98,miscellaneous,transportation
SWELECTES,smallcap,987.44,electric equipment,industrials
NDRAUTO,smallcap,1912.7,auto ancillaries,auto
SINGERIND,smallcap,434.41,engineering,industrials
TRF,smallcap,257.35,engineering,industrials
PRAKASH,smallcap,2636.98,steel - medium / small,metals & mining
SECMARK,smallcap,134.68,computers - software - medium / small,i.t
VAIBHAVGBL,smallcap,3921.75,diamond cutting / jewellery,consumer discretionary
ARSHIYA,smallcap,30.04,miscellaneous,transportation
CYBERTECH,smallcap,446.88,computers - software - medium / small,i.t
AAATECH,smallcap,118.61,computers - software - medium / small,i.t
SANATHAN,smallcap,3442.42,textiles - cotton/blended,textiles
KANANIIND,smallcap,30.67,diamond cutting / jewellery,consumer discretionary
BLISSGVS,smallcap,4596,pharmaceuticals - indian - formulations,healthcare
HBSL,smallcap,38.36,finance & investments,financials
ANUHPHR,smallcap,756.99,pharmaceuticals - indian - bulk drugs,healthcare
ACCELYA,smallcap,1725.63,computers - software - medium / small,i.t
KANORICHEM,smallcap,424.7,chemicals,chemicals
SAKHTISUG,smallcap,212.86,sugar,fmcg
BCG,smallcap,2123.49,computers - software - medium / small,i.t
VIRINCHI,smallcap,171.9,computers - software - medium / small,i.t
UMIYA-MRO,smallcap,163.19,telecommunications - equipment,telecom
BALAJITELE,smallcap,1103.37,entertainment / electronic media software,media
IVP,smallcap,180.16,chemicals,chemicals
AVANTEL,smallcap,4680.23,telecommunications - equipment,aerospace & defence
JAGSNPHARM,smallcap,1350.9,pharmaceuticals - indian - bulk drugs & formln,healthcare
BFUTILITIE,smallcap,2256.86,power generation and supply,power & utilities
MCCHRLS-B,smallcap,892.84,miscellaneous,realty
MPSLTD,smallcap,3166.29,computers - software - medium / small,i.t
UNITECH,smallcap,1247.98,construction,realty
NOIDATOLL,smallcap,98.68,construction,realty
POKARNA,smallcap,2574.26,miscellaneous,consumer discretionary
COSMOFIRST,smallcap,1927.65,packaging,industrials
DATAMATICS,smallcap,4933.91,computers - software - medium / small,i.t
RUCHINFRA,smallcap,146.34,miscellaneous,miscellaneous
GULFPETRO,smallcap,205.26,chemicals,chemicals
SALSTEEL,smallcap,892.78,steel - sponge iron,metals & mining
VISAKAIND,smallcap,616.67,cement products,building materials
GUFICBIO,smallcap,3501.36,pharmaceuticals - indian - bulk drugs & formln,healthcare
INDOCO,smallcap,1911.84,pharmaceuticals - indian - bulk drugs & formln,healthcare
JINDALPHOT,smallcap,1021.11,finance & investments,financials
GRAVISSHO,smallcap,211.06,hotels,services
MANGALAM,smallcap,44.78,pharmaceuticals - indian - bulk drugs & formln,healthcare
GOACARBON,smallcap,357.17,petrochemicals,energy
HINDCOMPOS,smallcap,604.13,auto ancillaries,auto
MOMGF,smallcap,0,indices,indices
INTLCONV,smallcap,521.09,miscellaneous,fmcg
MSPL,smallcap,2322.17,steel - medium / small,metals & mining
HUHTAMAKI,smallcap,1263.56,packaging,industrials
RML,smallcap,2538.06,auto ancillaries,auto
FCSSOFT,smallcap,294.04,computers - software - medium / small,i.t
NATIONSTD,smallcap,2480,construction,realty
RENUKA,smallcap,4727.38,sugar,fmcg
DIGITIDE,smallcap,1320.84,computers - software - medium / small,i.t
EKC,smallcap,1321.81,packaging,industrials
CELEBRITY,smallcap,14.98,textiles - products,textiles
ENIL,smallcap,516.27,entertainment / electronic media software,media
OSWALPUMPS,smallcap,4144.79,pumps,industrials
BLKASHYAP,smallcap,1226.17,construction,realty
GLOBECIVIL,smallcap,242.16,construction,realty
MALUPAPER,smallcap,55.46,paper,building materials
KKCL,smallcap,2674.53,textiles - products,consumer discretionary
CAPTRUST,smallcap,46.78,finance & investments,financials
EMKAY,smallcap,648.52,finance & investments,financials
PAUSHAKLTD,smallcap,1111.41,chemicals,chemicals
CRIZAC,smallcap,3780.5,miscellaneous,services
DEEPINDS,smallcap,3320.32,oil drilling / allied services,energy
CREST,smallcap,981.52,finance & investments,financials
INSPIRISYS,smallcap,495.61,computers - software - medium / small,i.t
SCANSTL,smallcap,219.64,steel - medium / small,metals & mining
ZEEMEDIA,smallcap,512.23,entertainment / electronic media software,media
BAIDFIN,smallcap,162.32,finance & investments,financials
NETWORK18,smallcap,4667.63,entertainment / electronic media software,media
CINELINE,smallcap,274.58,entertainment / electronic media software,media
UGROCAP,smallcap,1477.57,finance & investments,financials
EFCIL,smallcap,2468.36,construction,realty
SMSPHARMA,smallcap,3408.47,pharmaceuticals - indian - bulk drugs,healthcare
DECNGOLD,smallcap,3281.21,mining / minerals / metals,metals & mining
SRHHYPOLTD,smallcap,877.04,chemicals,chemicals
DELTACORP,smallcap,1708.11,recreation / amusement parks,miscellaneous
ASAHISONG,smallcap,305.46,dyes and pigments,chemicals
SECURKLOUD,smallcap,66.92,computers - software - medium / small,i.t
HGS,smallcap,1874.77,computers - software - medium / small,i.t
ADSL,smallcap,697.44,computers - software - medium / small,i.t
OMAXE,smallcap,1405.77,construction,realty
BHAGYANGR,smallcap,1034.08,power generation and supply,power & utilities
KRISHIVAL,smallcap,1023.34,food - processing - indian,fmcg
SHARDUL,smallcap,248.92,finance & investments,financials
SUPREMEINF,smallcap,801.28,engineering - turnkey services,realty
RGL,smallcap,1111.25,diamond cutting / jewellery,consumer discretionary
ARIES,smallcap,431.81,fertilizers,chemicals
LEMERITE,smallcap,85.99,trading,textiles
ZENITHEXPO,smallcap,110.35,leather / leather products,consumer discretionary
JKIL,smallcap,3792.73,construction,realty
KEYFINSERV,smallcap,144.57,finance & investments,financials
SEPC,smallcap,1361.86,engineering - turnkey services,realty
BHANDARI,smallcap,105.55,textiles - products,textiles
GSS,smallcap,35.1,computers - software - medium / small,i.t
LAXMIINDIA,smallcap,568.15,finance & investments,financials
NIRAJ,smallcap,171.5,construction,realty
PENIND,smallcap,2162.11,steel - medium / small,metals & mining
ARCHIDPLY,smallcap,153.97,miscellaneous,building materials
SOMICONVEY,smallcap,117.3,miscellaneous,fmcg
LPDC,smallcap,92.96,construction,realty
ALLTIME,smallcap,1436.06,plastics products,plastic products
BTTL,smallcap,218.08,textiles - products,textiles
PITTIENG,smallcap,3545.09,engineering,industrials
DLINKINDIA,smallcap,1687.9,trading,services
GNRL,smallcap,1240.75,oil drilling / allied services,energy
DBCORP,smallcap,3658.5,entertainment / electronic media software,media
MAHASTEEL,smallcap,1567.68,steel - medium / small,metals & mining
VASCONEQ,smallcap,748.61,construction,realty
EMMBI,smallcap,162.98,packaging,industrials
SUNDARAM,smallcap,64.92,printing & stationery,miscellaneous
TAMBOLIIN,smallcap,178.56,finance & investments,financials
BSL,smallcap,130.23,textiles - processing,textiles
BLACKROSE,smallcap,494.19,trading,chemicals
WAAREEINDO,smallcap,1759.42,electric equipment,industrials
RAMKY,smallcap,3048.16,construction,realty
ASHIMASYN,smallcap,319.31,diversified - medium / small,miscellaneous
CANTABIL,smallcap,1799.81,textiles - products,textiles
ASHOKA,smallcap,3487.42,engineering - turnkey services,realty
CPEDU,smallcap,331.11,miscellaneous,services
SHAH,smallcap,425.79,steel - medium / small,metals & mining
WINSOME,smallcap,17.61,textiles - cotton/blended,textiles
ZEELEARN,smallcap,229.27,computers - education,i.t
MANORG,smallcap,446.34,chemicals,chemicals
SURANASOL,smallcap,132.22,electric equipment,industrials
MHLXMIRU,smallcap,192.27,textiles - processing,textiles
INDTERRAIN,smallcap,167.15,trading,textiles
REGENCERAM,smallcap,110.37,ceramics - tiles / sanitaryware,building materials
LOVABLE,smallcap,103.45,textiles - products,textiles
MADHAV,smallcap,32.5,miscellaneous,consumer discretionary
ADL,smallcap,40.08,miscellaneous,building materials
HALDYNGL,smallcap,599.98,glass & glass products,building materials
SHRINGARMS,smallcap,2017.65,diamond cutting / jewellery,consumer discretionary
RUSHIL,smallcap,445.7,miscellaneous,building materials
ARROWGREEN,smallcap,851.87,plastics products,plastic products
INVENTURE,smallcap,100.8,finance & investments,financials
TREEHOUSE,smallcap,28.6,miscellaneous,services
ONELIFECAP,smallcap,102.85,finance & investments,financials
SOLARWORLD,smallcap,1768.3,engineering - turnkey services,power & utilities
INDOTHAI,smallcap,2940.98,finance & investments,financials
BMWVENTLTD,smallcap,513.7,trading,services
SPECIALITY,smallcap,522.78,hotels,services
JKIPL,smallcap,358.45,trading,services
TIPSFILMS,smallcap,162.63,entertainment / electronic media software,media
JTLIND,smallcap,2625.39,steel - medium / small,metals & mining
RBA,smallcap,4006.69,hotels,consumer discretionary
PROZONER,smallcap,774.46,miscellaneous,miscellaneous
STEELXIND,smallcap,1548.48,steel - medium / small,metals & mining
NURECA,smallcap,226.38,trading,i.t
SURANAT&P,smallcap,246.54,trading,industrials
FUSION,smallcap,2830.44,finance & investments,financials
TRIGYN,smallcap,180.34,computers - software - medium / small,i.t
MODINATUR,smallcap,628.39,solvent extraction,fmcg
AVTNPL,smallcap,1081.37,solvent extraction,fmcg
SHARDAMOTR,smallcap,4838.32,auto ancillaries,auto
VADILALIND,smallcap,3870.57,food - processing - indian,fmcg
JUSTDIAL,smallcap,4503.11,miscellaneous,i.t
SUVIDHAA,smallcap,56.23,miscellaneous,i.t
DHARMAJ,smallcap,965.93,pesticides / agrochemicals - indian,chemicals
ORIENTCEM,smallcap,2826.31,cement - south india,building materials
UNIPARTS,smallcap,2704.98,engineering,industrials
ANIKINDS,smallcap,123.5,trading,services
LANDMARK,smallcap,1547.89,trading,consumer discretionary
NKIND,smallcap,38.76,solvent extraction,fmcg
JAMNAAUTO,smallcap,4823.31,auto ancillaries,auto
JAYBARMARU,smallcap,1365.47,auto ancillaries,auto
SUYOG,smallcap,902.45,transmisson line towers / equipment,telecom
ASAL,smallcap,843.51,auto ancillaries,auto
KIRANVYPAR,smallcap,432.73,finance & investments,financials
MARALOVER,smallcap,239.5,textiles - cotton/blended,textiles
EXCELSOFT,smallcap,1019.99,computers - software - medium / small,i.t
ENIFTY,smallcap,0,indices,indices
NAGREEKEXP,smallcap,85.53,textiles - cotton/blended,textiles
KRSNAA,smallcap,1766.93,healthcare,healthcare
CHEMPLASTS,smallcap,3391.77,chemicals,chemicals
SILINV,smallcap,451.97,finance & investments,financials
KITEX,smallcap,3209.76,textiles - products,consumer discretionary
UNIDT,smallcap,493.91,engineering,industrials
WINDMACHIN,smallcap,2568.33,engineering,industrials
HONDAPOWER,smallcap,2320.02,electric equipment,industrials
KLBRENG-B,smallcap,2777.34,engineering,industrials
SNOWMAN,smallcap,616.89,miscellaneous,transportation
KOTYARK,smallcap,432.19,miscellaneous,miscellaneous
LCCINFOTEC,smallcap,54.31,computers - education,services
USK,smallcap,129.81,construction,realty
SKMEGGPROD,smallcap,1225.77,food - processing - indian,fmcg
ADVANIHOTR,smallcap,490.29,hotels,services
TCPLPACK,smallcap,2348.62,packaging,industrials
SAPPL,smallcap,239.95,paper,building materials
MAWANASUG,smallcap,382.41,sugar,fmcg
NAHARPOLY,smallcap,631.42,packaging,industrials
RIIL,smallcap,1123.97,miscellaneous,transportation
EUROBOND,smallcap,453.01,aluminium and aluminium products,metals & mining
SIKA,smallcap,1903.41,engineering,aerospace & defence
KANCHI,smallcap,157.97,chemicals,chemicals
PLASTIBLEN,smallcap,461.07,chemicals,chemicals
VINCOFE,smallcap,2143.22,trading,consumer discretionary
ASHIANA,smallcap,3642.52,construction,realty
DCMSIL,smallcap,517.52,textiles - manmade,textiles
DEFENCE,smallcap,0,indices,indices
MAZDA,smallcap,469.95,engineering,industrials
AONESILVER,smallcap,0,indices,indices
IDEAFORGE,smallcap,3587.14,engineering,aerospace & defence
RAMAPHO,smallcap,424.99,fertilizers,chemicals
ALBERTDAVD,smallcap,408.32,pharmaceuticals - indian - bulk drugs & formln,healthcare
BEEKAY,smallcap,772.89,steel - medium / small,metals & mining
MANAKSTEEL,smallcap,438.1,steel - medium / small,metals & mining
UTKARSHBNK,smallcap,2324.06,banks - private sector,bank
WANBURY,smallcap,901.44,pharmaceuticals - indian - bulk drugs & formln,healthcare
GROWWPSUBK,smallcap,0,indices,indices
KOTARISUG,smallcap,0,indices,n/a
MASKINVEST,smallcap,45.92,finance & investments,financials
GKWLIMITED,smallcap,0,indices,n/a
ORCHPHARMA,smallcap,4183.31,pharmaceuticals - indian - bulk drugs & formln,healthcare
NIRAJISPAT,smallcap,13.04,plastics products,plastic products
SAIPARENT,smallcap,2215.15,pharmaceuticals - indian - formulations,healthcare
ATL,smallcap,702.8,miscellaneous,transportation
NDGL,smallcap,250.03,finance & investments,financials
SBINMID150,smallcap,0,indices,indices
SYNCOMF,smallcap,1403.42,pharmaceuticals - indian - bulk drugs & formln,healthcare
OMPOWER,smallcap,582.58,transmisson line towers / equipment,realty
ARFIN,smallcap,1532.84,aluminium and aluminium products,metals & mining
SGFIN,smallcap,3742.18,finance & investments,financials
AVADHSUGAR,smallcap,913.74,sugar,fmcg
INDOAMIN,smallcap,978.7,chemicals,chemicals
NACLIND,smallcap,3685.26,pesticides / agrochemicals - indian,chemicals
FISCHER,smallcap,2253.5,trading,services
HITECH,smallcap,1753.43,steel - medium / small,metals & mining
KRISHANA,smallcap,4244.16,fertilizers,chemicals
SAMHI,smallcap,3765.85,hotels,services
BOHRAIND,smallcap,37.69,fertilizers,chemicals
MBAPL,smallcap,4760.33,fertilizers,chemicals
CUBEXTUB,smallcap,125.81,mining / minerals / metals,metals & mining
KALAMANDIR,smallcap,1642.86,trading,consumer discretionary
MITCON,smallcap,152.66,miscellaneous,miscellaneous
INFOBEAN,smallcap,1729.27,computers - software - medium / small,i.t
NAVKARCORP,smallcap,1443.03,miscellaneous,transportation
UNITEDPOLY,smallcap,774.39,textiles - products,textiles
CROWN,smallcap,127.25,miscellaneous,miscellaneous
HITECHCORP,smallcap,480.4,packaging,industrials
PRITIKAUTO,smallcap,225.79,auto ancillaries,auto
ARTNIRMAN,smallcap,107.19,construction,realty
MOLDTECH,smallcap,341.05,engineering - turnkey services,realty
PLAZACABLE,smallcap,209.48,cables - power,industrials
MCL,smallcap,167.17,mining / minerals / metals,metals & mining
RMC,smallcap,371.04,electric equipment,industrials
FMCGADD,smallcap,0,indices,indices
SBISMLETF,smallcap,0,indices,indices
BEARDSELL,smallcap,116.97,plastics products,plastic products
FOCUS,smallcap,578.07,electric equipment,industrials
MSCI360,smallcap,0,indices,indices
ESAFSFB,smallcap,1442.82,banks - private sector,bank
GTECJAINX,smallcap,24.47,computers - education,i.t
PROTEAN,smallcap,2433.96,computers - software - medium / small,i.t
TPLPLASTEH,smallcap,555.46,packaging,industrials
LIBERTSHOE,smallcap,412.3,leather / leather products,consumer discretionary
TOTAL,smallcap,86.39,miscellaneous,transportation
RHFL,smallcap,104.77,finance - housing,financials
THAKDEV,smallcap,111.29,construction,realty
AARNAV,smallcap,107.88,textiles - products,textiles
AIROLAM,smallcap,120.84,miscellaneous,building materials
SANDESH,smallcap,715.46,entertainment / electronic media software,media
DRAGARWQ,smallcap,2431.59,healthcare,healthcare
PRECAM,smallcap,1427.83,auto ancillaries,auto
RMDRIP,smallcap,404.68,plastics products,plastic products
BESTAGRO,smallcap,584.85,pesticides / agrochemicals - indian,chemicals
DAICHI,smallcap,175.08,chemicals,chemicals
GATECHDVR,smallcap,9.1,computers - software - medium / small,i.t
MAHLOG,smallcap,3458.9,miscellaneous,transportation
MUTHOOTMF,smallcap,3062.04,finance & investments,financials
SARLAPOLY,smallcap,818.41,textiles - spinning - synthetic / blended,textiles
KHADIM,smallcap,183.45,leather / leather products,consumer discretionary
SUNCLAY,smallcap,2866,castings & forgings,industrials
BHARATWIRE,smallcap,1489.86,steel - medium / small,metals & mining
DNAMEDIA,smallcap,34.14,entertainment / electronic media software,media
INNOVANA,smallcap,685.91,computers - software - medium / small,i.t
GUJALKALI,smallcap,4882.45,chemicals,chemicals
HALDER,smallcap,284.57,trading,services
SIL,smallcap,104.79,trading,textiles
TATAGOLD,smallcap,0,indices,indices
TOUCHWOOD,smallcap,77.61,miscellaneous,media
BAJAJHCARE,smallcap,1009.21,pharmaceuticals - indian - bulk drugs & formln,healthcare
CSLFINANCE,smallcap,518.85,finance & investments,financials
MADHAVIPL,smallcap,231.57,construction,realty
FAZE3Q,smallcap,1337.3,textiles - processing,textiles
NOVAAGRI,smallcap,245.09,fertilizers,chemicals
OPTIEMUS,smallcap,3717.39,trading,telecom
SINTERCOM,smallcap,202.05,auto ancillaries,auto
MAXIND,smallcap,855.7,finance & investments,financials
SOUTHWEST,smallcap,790.5,mining / minerals / metals,metals & mining
KPL,smallcap,2385.28,pharmaceuticals - indian - bulk drugs & formln,healthcare
SIGNPOST,smallcap,1469.88,miscellaneous,miscellaneous
HINDCON,smallcap,113.95,chemicals,chemicals
GOYALALUM,smallcap,95.63,trading,services
OBCL,smallcap,109.69,miscellaneous,transportation
GNA,smallcap,1582,auto ancillaries,auto
NRBBEARING,smallcap,3454.81,bearings,industrials
EXICOM,smallcap,2221.38,electric equipment,industrials
PIGL,smallcap,207.94,electric equipment,industrials
AURIGROW,smallcap,45.76,cables - power,industrials
GOPAL,smallcap,3675.88,food - processing - indian,fmcg
ORIENTELEC,smallcap,3906.09,domestic appliances,consumer discretionary
SCILAL,smallcap,2070.01,miscellaneous,services
ANSALAPI,smallcap,58.71,construction,realty
JISLDVREQS,smallcap,43.61,plastics products,plastic products
ZIMLAB,smallcap,555.92,pharmaceuticals - indian - bulk drugs & formln,healthcare
AMRUTANJAN,smallcap,1607,pharmaceuticals - indian - formulations,healthcare
SONAMLTD,smallcap,228.5,miscellaneous,consumer discretionary
BHARATRAS,smallcap,2426.84,pesticides / agrochemicals - indian,chemicals
PRITI,smallcap,56.36,miscellaneous,consumer discretionary
BANARISUG,smallcap,4514.79,sugar,fmcg
BILVYAPAR,smallcap,14.27,miscellaneous,miscellaneous
REPL,smallcap,121.71,miscellaneous,miscellaneous
SAKSOFT,smallcap,1956.85,computers - software - medium / small,i.t
SRM,smallcap,1168.66,construction,realty
ANDHRSUGAR,smallcap,1056.77,chlor alkali / soda ash,chemicals
AVROIND,smallcap,137.26,plastics products,plastic products
